,Price,Open,High,Low
2007-03-20,82.81,83.05,83.16,82.74
2007-03-21,82.49,82.77,83.0,82.45
2007-03-22,82.81,82.46,82.93,82.4
2007-03-23,83.0,82.86,83.03,82.68
2007-03-26,82.8,83.15,83.2,82.67
2007-03-27,82.72,82.83,82.88,82.65
2007-03-28,82.76,82.6,82.78,82.48
2007-03-29,82.81,82.8,82.9,82.71
2007-03-30,82.66,82.8,83.08,82.38
2007-04-02,82.62,82.64,82.75,82.5
2007-04-03,82.91,82.58,82.97,82.57
2007-04-04,82.71,82.92,82.94,82.63
2007-04-05,82.45,82.73,82.78,82.37
2007-04-09,82.885,82.78,82.97,82.78
2007-04-10,82.48,82.85,82.85,82.32
2007-04-11,82.44,82.46,82.55,82.35
2007-04-12,82.16,82.43,82.43,82.04
2007-04-13,81.925,82.07,82.22,81.76
2007-04-16,81.87,81.79,81.92,81.78
2007-04-17,81.63,82.0,82.0,81.54
2007-04-18,81.52,81.6,81.64,81.37
2007-04-19,81.47,81.4,81.57,81.31
2007-04-20,81.45,81.355,81.56,81.35
2007-04-23,81.55,81.41,81.75,81.41
2007-04-24,81.36,81.51,81.62,81.26
2007-04-25,81.25,81.33,81.38,81.1
2007-04-26,81.57,81.26,81.65,81.2
2007-04-27,81.35,81.635,81.68,81.1
2007-04-30,81.3,81.36,81.65,81.13
2007-05-01,81.43,81.25,81.58,81.1
2007-05-02,81.59,81.57,81.8,81.5
2007-05-03,81.82,81.68,81.86,81.47
2007-05-04,81.62,81.83,81.88,81.49
2007-05-07,81.54,81.46,81.55,81.4
2007-05-08,81.81,81.52,81.92,81.43
2007-05-09,81.89,81.85,81.9,81.65
2007-05-10,82.18,81.9,82.29,81.75
2007-05-11,82.02,82.145,82.22,81.98
2007-05-14,81.97,82.01,82.01,81.87
2007-05-15,81.66,81.965,81.98,81.54
2007-05-16,82.05,81.66,82.15,81.57
2007-05-17,82.23,82.09,82.32,82.0
2007-05-18,82.11,82.245,82.29,82.0
2007-05-21,82.26,82.05,82.43,82.05
2007-05-22,82.31,82.3,82.38,82.22
2007-05-23,82.22,82.33,82.5,82.02
2007-05-24,82.34,82.21,82.45,82.16
2007-05-25,82.27,82.32,82.36,82.15
2007-05-29,82.24,82.3,82.32,81.97
2007-05-30,82.35,82.3,82.46,82.22
2007-05-31,82.25,82.4,82.41,82.12
2007-06-01,82.29,82.23,82.56,82.21
2007-06-04,82.0,82.26,82.26,81.94
2007-06-05,81.86,82.01,82.01,81.66
2007-06-06,81.84,81.84,81.95,81.8
2007-06-07,82.29,81.89,82.32,81.82
2007-06-08,82.69,82.29,82.88,82.28
2007-06-11,82.71,82.7,82.81,82.67
2007-06-12,82.89,82.72,82.9,82.63
2007-06-13,83.01,82.95,83.26,82.94
2007-06-14,83.15,83.0,83.24,83.04
2007-06-15,82.86,83.08,83.12,82.78
2007-06-18,82.784,82.78,82.75,82.72
2007-06-19,82.31,82.43,82.52,82.29
2007-06-20,82.27,82.3,82.31,82.21
2007-06-21,82.49,82.41,82.51,82.36
2007-06-22,82.11,82.5,82.53,82.08
2007-06-25,82.11,82.12,82.23,82.06
2007-06-26,82.05,82.12,82.23,81.96
2007-06-27,82.06,82.11,82.25,82.05
2007-06-28,82.1,82.09,82.13,81.91
2007-06-29,81.69,82.09,82.1,81.66
2007-07-02,81.17,81.655,81.68,81.1
2007-07-03,81.2,81.18,81.37,81.175
2007-07-05,81.31,81.23,81.45,81.08
2007-07-06,81.26,81.425,81.53,81.13
2007-07-09,81.21,81.245,81.32,81.13
2007-07-10,80.65,81.33,81.36,80.65
2007-07-11,80.525,80.49,80.64,80.44
2007-07-12,80.45,80.57,80.57,80.37
2007-07-13,80.39,80.45,80.54,80.28
2007-07-16,80.34,80.34,80.42,80.26
2007-07-17,80.37,80.35,80.43,80.3
2007-07-18,80.25,80.15,80.49,80.125
2007-07-19,80.27,80.3,80.32,80.14
2007-07-20,80.15,80.28,80.38,79.96
2007-07-23,80.22,79.97,80.25,79.97
2007-07-24,79.93,80.02,80.09,79.87
2007-07-25,80.52,79.97,80.58,79.96
2007-07-26,80.3,80.44,80.615,80.18
2007-07-27,80.81,80.39,80.89,80.39
2007-07-30,80.72,80.84,80.89,80.68
2007-07-31,80.66,80.63,80.76,80.54
2007-08-01,80.75,80.77,80.83,80.53
2007-08-02,80.605,80.71,80.8,80.52
2007-08-03,80.06,80.53,80.65,80.05
2007-08-06,80.14,79.97,80.2,79.855
2007-08-07,80.37,80.125,80.48,80.15
2007-08-08,80.225,80.46,80.615,80.05
2007-08-09,80.66,80.17,80.84,80.125
2007-08-10,80.595,80.73,80.76,80.545
2007-08-13,80.97,80.625,81.04,80.65
2007-08-14,81.43,80.955,81.45,80.95
2007-08-15,81.76,81.64,81.82,81.565
2007-08-16,81.72,81.93,82.0,81.61
2007-08-17,81.36,81.61,81.71,80.98
2007-08-20,81.38,81.27,81.42,81.26
2007-08-21,81.47,81.37,81.51,81.225
2007-08-22,81.22,81.385,81.48,81.14
2007-08-23,81.11,81.19,81.2,81.03
2007-08-24,80.61,81.06,81.13,80.54
2007-08-27,80.71,80.63,80.74,80.61
2007-08-28,80.72,80.8,80.82,80.53
2007-08-29,80.64,80.915,80.95,80.55
2007-08-30,80.76,80.635,80.96,80.59
2007-08-31,80.745,80.665,80.82,80.39
2007-09-04,80.85,80.755,81.1,80.77
2007-09-05,80.57,80.98,81.01,80.5
2007-09-06,80.45,80.625,80.66,80.33
2007-09-07,79.91,80.46,80.48,79.81
2007-09-10,79.81,79.87,79.935,79.75
2007-09-11,79.67,79.87,79.87,79.6
2007-09-12,79.34,79.5,79.53,79.29
2007-09-13,79.48,79.415,79.62,79.41
2007-09-14,79.62,79.6,79.75,79.46
2007-09-17,79.652,79.59,79.66,79.56
2007-09-18,79.06,79.58,79.7,79.02
2007-09-19,79.19,79.02,79.35,79.01
2007-09-20,78.48,79.09,79.14,78.36
2007-09-21,78.48,78.42,78.73,78.34
2007-09-24,78.42,78.265,78.55,78.24
2007-09-25,78.195,78.455,78.565,78.1
2007-09-26,78.4,78.26,78.52,78.26
2007-09-27,78.245,78.345,78.39,78.05
2007-09-28,77.625,78.18,78.21,77.58
2007-10-01,77.81,77.67,77.94,77.71
2007-10-02,78.2,77.86,78.3,77.9
2007-10-03,78.46,78.14,78.51,78.02
2007-10-04,78.38,78.56,78.65,78.22
2007-10-05,78.235,78.37,78.75,78.13
2007-10-08,78.55,78.22,78.57,78.255
2007-10-09,78.41,78.71,78.8,78.37
2007-10-10,78.3,78.385,78.42,78.1
2007-10-11,78.0,78.155,78.25,77.88
2007-10-12,78.16,78.095,78.26,78.01
2007-10-15,78.025,78.115,78.13,77.86
2007-10-16,78.19,77.96,78.27,77.97
2007-10-17,78.04,78.1,78.165,77.86
2007-10-18,77.52,77.91,77.93,77.4
2007-10-19,77.37,77.48,77.6,77.31
2007-10-22,78.025,77.29,78.17,77.075
2007-10-23,77.525,77.955,77.955,77.42
2007-10-24,77.53,77.505,77.775,77.445
2007-10-25,77.23,77.475,77.53,77.115
2007-10-26,76.98,77.245,77.255,76.95
2007-10-29,76.79,76.79,77.065,76.77
2007-10-30,76.73,76.86,76.975,76.69
2007-10-31,76.46,76.71,76.835,76.43
2007-11-01,76.56,76.57,76.82,76.48
2007-11-02,76.3,76.7,76.725,76.21
2007-11-05,76.39,76.315,76.47,76.255
2007-11-06,76.03,76.35,76.425,75.965
2007-11-07,75.41,76.0,76.0,75.08
2007-11-08,75.455,75.495,75.63,75.28
2007-11-09,75.39,75.365,75.55,75.08
2007-11-12,75.915,75.585,76.23,75.48
2007-11-13,75.9,76.08,76.08,75.695
2007-11-14,75.81,75.8,75.89,75.41
2007-11-15,76.07,75.825,76.12,75.635
2007-11-16,75.84,76.04,76.175,75.51
2007-11-19,75.8,75.755,75.955,75.69
2007-11-20,75.21,75.805,75.92,75.055
2007-11-21,75.09,75.155,75.325,74.82
2007-11-23,74.86,74.86,75.2,74.765
2007-11-26,74.86,75.065,75.2,74.765
2007-11-27,75.08,74.875,75.335,74.76
2007-11-28,75.105,75.145,75.735,75.075
2007-11-29,75.62,75.27,75.695,75.18
2007-11-30,76.17,75.585,76.215,75.545
2007-12-03,75.93,76.1,76.185,75.825
2007-12-04,75.725,75.99,76.105,75.615
2007-12-05,76.45,75.735,76.525,75.71
2007-12-06,76.42,76.45,76.815,76.3
2007-12-07,76.34,76.41,76.54,76.23
2007-12-10,76.1,76.365,76.38,75.98
2007-12-11,76.26,76.085,76.33,75.955
2007-12-12,76.16,76.265,76.33,75.93
2007-12-13,76.585,76.13,76.75,76.055
2007-12-14,77.44,76.58,77.48,76.49
2007-12-17,77.465,77.345,77.8,77.295
2007-12-18,77.43,77.42,77.57,77.29
2007-12-19,77.62,77.415,77.8,77.35
2007-12-20,77.81,77.595,77.86,77.515
2007-12-21,77.74,77.71,77.77,77.445
2007-12-24,77.56,77.585,77.66,77.545
2007-12-26,77.18,77.59,77.59,77.135
2007-12-27,76.6,77.235,77.25,76.55
2007-12-28,76.235,76.755,76.755,76.15
2007-12-31,76.7,76.095,76.75,75.95
2008-01-02,76.01,76.74,76.74,75.9
2008-01-03,75.92,76.04,76.155,75.715
2008-01-04,75.82,75.915,76.09,75.45
2008-01-07,76.2,75.995,76.35,75.915
2008-01-08,76.12,76.285,76.29,75.99
2008-01-09,76.46,76.12,76.54,76.095
2008-01-10,76.0,76.5,76.58,75.86
2008-01-11,76.04,76.035,76.105,75.87
2008-01-14,75.7,75.975,75.98,75.41
2008-01-15,75.66,75.66,76.02,75.27
2008-01-16,76.36,75.785,76.565,75.49
2008-01-17,76.3,76.295,76.615,76.055
2008-01-18,76.5,76.44,76.62,76.22
2008-01-22,76.54,77.5,77.5,76.34
2008-01-23,76.575,76.465,76.86,76.415
2008-01-24,75.87,76.68,76.68,75.77
2008-01-25,76.115,75.915,76.2,75.82
2008-01-28,75.7,76.215,76.215,75.63
2008-01-29,75.665,75.77,75.825,75.615
2008-01-30,75.14,75.685,75.72,74.66
2008-01-31,75.285,75.375,75.585,75.1
2008-02-01,75.565,75.35,75.7,74.95
2008-02-04,75.47,75.585,75.685,75.39
2008-02-05,76.285,75.48,76.355,75.48
2008-02-06,76.3,76.25,76.48,76.125
2008-02-07,77.12,76.26,77.195,76.25
2008-02-08,76.82,77.0,77.1,76.65
2008-02-11,76.735,76.72,76.86,76.455
2008-02-12,76.45,76.725,76.81,76.315
2008-02-13,76.53,76.495,76.73,76.415
2008-02-14,76.24,76.54,76.58,76.15
2008-02-15,76.21,76.23,76.275,75.935
2008-02-19,76.075,76.38,76.4,75.88
2008-02-20,76.22,76.1,76.64,76.095
2008-02-21,75.65,76.18,76.225,75.55
2008-02-22,75.575,75.695,75.785,75.435
2008-02-25,75.585,75.59,75.74,75.505
2008-02-26,74.79,75.555,75.765,74.4
2008-02-27,74.265,74.74,74.775,74.125
2008-02-28,73.775,74.27,74.41,73.69
2008-02-29,73.75,73.875,73.935,73.63
2008-03-03,73.735,73.65,73.9,73.4
2008-03-04,73.695,73.68,73.81,73.51
2008-03-05,73.49,73.73,74.0,73.38
2008-03-06,73.04,73.47,73.485,72.875
2008-03-07,73.045,72.985,73.22,72.455
2008-03-10,73.02,72.86,73.13,72.815
2008-03-11,73.29,73.0,73.41,72.485
2008-03-12,72.43,73.16,73.16,72.235
2008-03-13,72.08,72.34,72.36,71.805
2008-03-14,71.675,72.01,72.26,71.59
2008-03-17,71.304,71.22,71.48,70.805
2008-03-18,72.04,71.92,72.59,71.575
2008-03-19,72.04,72.345,72.735,71.7
2008-03-20,73.23,72.5,73.5,72.46
2008-03-24,73.43,73.35,73.67,73.265
2008-03-25,72.69,73.325,73.385,72.47
2008-03-26,71.88,72.665,72.705,71.75
2008-03-27,72.04,72.085,72.23,71.75
2008-03-28,72.105,71.92,72.22,71.88
2008-03-31,72.165,72.12,72.25,71.7
2008-04-01,72.965,72.23,73.13,72.13
2008-04-02,72.67,72.86,73.16,72.52
2008-04-03,72.485,72.575,73.16,72.47
2008-04-04,72.36,72.585,72.64,72.095
2008-04-07,72.5,72.26,72.75,72.25
2008-04-08,72.53,72.515,72.68,72.145
2008-04-09,72.12,72.63,72.665,71.955
2008-04-10,72.42,72.19,72.495,71.68
2008-04-11,72.065,72.365,72.4,71.975
2008-04-14,72.13,72.535,72.66,71.76
2008-04-15,72.29,72.105,72.55,71.94
2008-04-16,71.645,72.325,72.325,71.51
2008-04-17,71.925,71.695,72.04,71.56
2008-04-18,72.255,71.84,74.5,71.625
2008-04-21,71.88,72.23,72.27,71.705
2008-04-22,71.54,71.88,72.15,71.05
2008-04-23,72.05,71.58,72.175,71.535
2008-04-24,72.775,72.055,72.945,72.05
2008-04-25,73.03,72.79,73.25,72.7
2008-04-28,72.8,72.905,72.995,72.655
2008-04-29,73.105,72.715,73.2,72.71
2008-04-30,72.72,73.06,73.3,72.67
2008-05-01,73.48,72.75,73.585,72.69
2008-05-02,73.69,73.405,73.9,73.3
2008-05-05,73.375,73.615,73.72,73.29
2008-05-06,73.175,73.31,73.5,72.9
2008-05-07,73.69,73.215,73.84,73.215
2008-05-08,73.665,73.9,74.065,73.43
2008-05-09,73.225,73.595,73.635,73.175
2008-05-12,73.12,73.21,73.71,72.945
2008-05-13,73.435,73.13,73.585,73.04
2008-05-14,73.565,73.435,74.0,73.395
2008-05-15,73.49,73.535,73.57,73.17
2008-05-16,72.96,73.435,73.52,72.8
2008-05-19,73.175,72.96,73.31,72.665
2008-05-20,72.52,73.115,73.135,72.47
2008-05-21,72.08,72.565,72.6,71.985
2008-05-22,72.4,72.02,72.41,71.935
2008-05-23,71.97,72.23,72.37,71.94
2008-05-27,72.42,72.015,72.49,71.915
2008-05-28,72.625,72.445,72.835,72.18
2008-05-29,73.105,72.52,73.21,72.52
2008-05-30,72.95,73.075,73.29,72.87
2008-06-02,72.99,72.95,73.21,72.8
2008-06-03,73.3,73.005,73.55,72.625
2008-06-04,73.505,73.355,73.575,73.26
2008-06-05,73.075,73.515,73.93,73.035
2008-06-06,72.43,73.065,73.185,72.365
2008-06-09,72.875,72.33,73.05,72.17
2008-06-10,73.74,72.925,73.75,72.91
2008-06-11,73.235,73.69,73.73,73.11
2008-06-12,73.88,73.255,74.11,73.23
2008-06-13,74.17,73.835,74.32,73.71
2008-06-16,73.685,73.95,74.085,73.475
2008-06-17,73.925,74.13,74.135,73.73
2008-06-18,73.84,73.91,74.195,73.8
2008-06-19,73.87,73.8,74.0,73.59
2008-06-20,73.38,73.85,73.905,73.29
2008-06-23,73.815,73.43,74.04,73.365
2008-06-24,73.6,73.79,73.935,73.38
2008-06-25,73.29,73.57,73.8,73.195
2008-06-26,72.79,73.25,73.4,72.76
2008-06-27,72.67,72.805,72.95,72.555
2008-06-30,72.8,72.58,72.885,72.35
2008-07-01,72.67,72.75,72.885,72.46
2008-07-02,72.335,72.655,72.825,72.305
2008-07-03,73.075,72.315,73.295,72.305
2008-07-07,72.97,72.99,73.49,72.855
2008-07-08,73.315,73.03,73.39,72.89
2008-07-09,72.87,73.285,73.31,72.76
2008-07-10,72.765,72.93,73.11,72.7
2008-07-11,72.345,72.77,72.865,72.075
2008-07-14,72.17,72.3,72.58,72.11
2008-07-15,72.13,72.29,72.29,71.555
2008-07-16,72.335,71.93,72.37,71.76
2008-07-17,72.495,72.26,72.675,72.09
2008-07-18,72.425,72.31,72.545,72.22
2008-07-21,72.22,72.42,72.48,72.005
2008-07-22,72.675,72.14,72.825,71.96
2008-07-23,73.04,72.67,73.09,72.63
2008-07-24,73.125,73.005,73.23,72.915
2008-07-25,73.075,73.01,73.15,72.74
2008-07-28,72.86,73.065,73.125,72.805
2008-07-29,73.505,72.84,73.63,72.825
2008-07-30,73.51,73.48,73.735,73.335
2008-07-31,73.42,73.51,73.51,73.015
2008-08-01,73.6,73.425,73.965,73.4
2008-08-04,73.62,73.54,73.7,73.365
2008-08-05,74.055,73.67,74.335,73.67
2008-08-06,74.41,74.05,74.48,73.9
2008-08-07,74.725,74.38,74.805,74.03
2008-08-08,76.01,74.73,76.095,74.72
2008-08-11,76.315,76.215,76.55,75.695
2008-08-12,76.32,76.385,76.78,76.145
2008-08-13,76.385,76.45,76.69,76.02
2008-08-14,76.835,76.495,76.99,76.245
2008-08-15,77.35,76.995,77.435,76.945
2008-08-18,77.27,77.265,77.295,76.93
2008-08-19,76.985,77.26,77.565,76.845
2008-08-20,77.095,76.86,77.38,76.83
2008-08-21,76.33,77.015,77.025,76.155
2008-08-22,76.895,76.245,76.99,76.235
2008-08-25,76.905,76.865,77.225,76.67
2008-08-26,77.345,77.01,77.71,77.01
2008-08-27,77.195,77.385,77.385,76.795
2008-08-28,77.255,77.0,77.41,76.7
2008-08-29,77.5,77.23,77.52,76.865
2008-09-02,78.14,77.84,78.38,77.74
2008-09-03,78.165,78.245,78.73,78.085
2008-09-04,78.685,78.105,79.485,77.91
2008-09-05,79.0,78.94,79.14,78.46
2008-09-08,79.655,79.2,79.9,78.245
2008-09-09,79.29,79.515,79.815,79.045
2008-09-10,79.875,79.6,80.27,79.27
2008-09-11,80.15,80.245,80.395,79.93
2008-09-12,78.975,79.86,80.055,78.95
2008-09-15,78.79,78.525,79.3,77.67
2008-09-16,79.53,79.2,79.95,78.825
2008-09-17,78.09,79.54,79.65,78.045
2008-09-18,78.065,78.29,78.585,77.31
2008-09-19,77.94,78.0,79.38,77.81
2008-09-22,76.375,77.67,77.89,76.025
2008-09-23,76.65,76.33,77.115,76.235
2008-09-24,76.88,76.735,77.265,76.545
2008-09-25,77.11,76.92,77.405,76.41
2008-09-26,77.045,76.955,77.27,76.85
2008-09-29,77.53,77.2,78.465,77.115
2008-09-30,79.36,77.98,79.62,77.735
2008-10-01,79.535,79.18,79.92,79.045
2008-10-02,80.64,79.845,81.015,79.735
2008-10-03,80.58,80.725,81.25,80.22
2008-10-06,81.95,81.295,82.035,81.145
2008-10-07,81.22,81.725,81.94,80.83
2008-10-08,81.045,81.435,81.535,80.59
2008-10-09,81.365,81.255,81.665,80.655
2008-10-10,83.31,81.72,83.5,81.375
2008-10-13,82.215,82.31,82.485,81.25
2008-10-14,81.64,81.73,81.83,81.1
2008-10-15,82.345,81.94,83.1,81.4
2008-10-16,82.78,82.625,83.1,82.315
2008-10-17,82.835,82.52,83.02,82.425
2008-10-20,83.475,82.89,83.64,82.0
2008-10-21,84.415,83.375,84.885,83.33
2008-10-22,85.79,85.095,86.385,84.975
2008-10-23,85.79,86.255,86.55,85.26
2008-10-24,86.95,85.57,87.585,85.55
2008-10-27,87.61,86.905,88.315,86.64
2008-10-28,87.6,87.845,88.495,86.65
2008-10-29,85.635,86.445,87.11,84.95
2008-10-30,85.255,85.26,86.45,83.75
2008-10-31,86.345,85.675,86.955,85.505
2008-11-03,86.985,86.345,87.175,85.52
2008-11-04,85.37,87.1,87.48,84.705
2008-11-05,85.13,85.34,86.14,84.455
2008-11-06,86.46,85.6,86.915,85.41
2008-11-07,86.45,86.88,86.94,85.875
2008-11-10,86.39,86.065,86.635,85.545
2008-11-11,87.69,86.67,87.83,86.185
2008-11-12,88.05,87.685,88.405,87.21
2008-11-13,87.405,88.385,88.635,86.555
2008-11-14,86.785,87.01,88.4,86.745
2008-11-17,87.14,88.185,88.215,86.895
2008-11-18,87.75,87.46,87.805,87.12
2008-11-19,87.565,87.535,89.25,86.375
2008-11-20,88.295,88.04,88.625,87.715
2008-11-21,88.415,88.69,88.735,87.045
2008-11-24,86.28,87.64,87.925,85.0
2008-11-25,85.06,86.09,86.595,84.65
2008-11-26,85.735,85.05,86.25,85.015
2008-11-28,86.705,85.76,87.01,85.455
2008-12-01,86.9,86.58,87.5,86.5
2008-12-02,86.82,87.285,87.475,86.375
2008-12-03,87.165,86.86,87.435,86.66
2008-12-04,86.545,86.97,87.85,86.185
2008-12-05,87.19,86.845,87.63,86.55
2008-12-08,85.6,87.045,87.045,85.555
2008-12-09,85.875,85.8,86.515,85.43
2008-12-10,85.55,85.925,86.01,85.22
2008-12-11,83.89,85.45,85.45,83.325
2008-12-12,83.63,83.775,84.035,83.245
2008-12-15,82.263,83.23,83.325,82.395
2008-12-16,81.595,82.905,83.18,80.605
2008-12-17,80.075,80.95,81.395,79.5
2008-12-18,80.615,80.615,80.615,80.615
2008-12-19,82.435,80.86,82.765,80.52
2008-12-22,82.08,82.32,82.385,81.415
2008-12-23,82.185,82.055,82.37,81.77
2008-12-24,81.975,82.28,82.3,81.88
2008-12-26,81.69,81.835,82.015,81.475
2008-12-29,81.525,81.825,82.75,80.43
2008-12-30,81.78,81.93,82.165,81.19
2008-12-31,82.15,81.53,82.675,81.395
2009-01-02,82.805,82.195,82.895,82.015
2009-01-05,83.575,82.465,84.1,82.2
2009-01-06,83.72,83.72,84.98,83.5
2009-01-07,83.115,83.87,84.095,82.47
2009-01-08,82.335,83.245,83.5,81.99
2009-01-09,83.455,82.52,83.5,82.085
2009-01-12,83.745,83.365,84.19,83.365
2009-01-13,84.995,84.195,85.205,84.085
2009-01-14,85.17,84.855,85.37,84.18
2009-01-15,85.155,85.215,85.92,84.765
2009-01-16,84.835,85.215,85.215,84.045
2009-01-20,86.865,86.055,87.085,85.93
2009-01-21,86.515,87.025,87.2,85.885
2009-01-22,86.13,86.24,86.74,85.825
2009-01-23,86.19,86.27,87.405,85.845
2009-01-26,85.205,86.265,86.86,84.87
2009-01-27,84.93,85.12,85.3,84.255
2009-01-28,85.21,85.0,85.385,84.02
2009-01-29,85.755,85.315,85.95,84.76
2009-01-30,86.46,86.105,86.63,85.92
2009-02-02,86.48,86.685,86.97,86.13
2009-02-03,85.43,86.44,86.665,85.165
2009-02-04,86.075,85.64,86.335,85.125
2009-02-05,86.36,86.29,86.435,85.745
2009-02-06,85.645,86.35,86.645,85.355
2009-02-09,85.05,85.565,85.9,84.665
2009-02-10,86.135,85.65,86.305,84.97
2009-02-11,86.125,86.055,86.495,85.585
2009-02-12,86.905,86.085,87.12,85.87
2009-02-13,86.325,86.405,86.55,85.97
2009-02-17,87.92,86.96,88.21,86.96
2009-02-18,88.33,88.11,88.57,87.79
2009-02-19,87.75,88.21,88.24,87.22
2009-02-20,86.7,87.99,88.395,86.435
2009-02-23,87.43,85.92,87.59,85.81
2009-02-24,87.05,87.515,87.84,86.95
2009-02-25,88.12,86.975,88.24,86.84
2009-02-26,87.875,87.91,88.245,87.475
2009-02-27,88.15,88.06,88.675,87.84
2009-03-02,89.07,88.4,89.195,88.4
2009-03-03,89.02,89.05,89.455,88.465
2009-03-04,88.7,89.71,89.71,88.52
2009-03-05,89.2,88.82,89.6,88.77
2009-03-06,88.55,89.125,89.125,87.91
2009-03-09,89.0,88.62,89.47,88.155
2009-03-10,88.94,89.09,89.105,87.83
2009-03-11,87.885,88.485,89.035,87.545
2009-03-12,87.665,87.82,88.585,87.195
2009-03-13,87.455,87.38,87.625,87.195
2009-03-16,86.89,87.095,87.105,86.52
2009-03-17,87.345,87.52,87.845,87.2
2009-03-18,84.98,87.23,87.53,84.36
2009-03-19,83.64,84.685,85.04,83.145
2009-03-20,84.34,83.605,84.55,83.28
2009-03-23,83.95,84.03,84.67,83.38
2009-03-24,84.33,83.915,84.78,83.7
2009-03-25,84.295,84.625,84.83,83.65
2009-03-26,84.61,84.215,84.735,83.915
2009-03-27,85.58,84.54,85.86,84.165
2009-03-30,86.3,85.97,86.615,85.68
2009-03-31,85.895,86.185,86.31,85.565
2009-04-01,85.96,86.01,86.485,85.8
2009-04-02,84.89,85.935,85.935,84.465
2009-04-03,84.555,84.665,85.205,84.52
2009-04-06,85.075,84.315,85.265,84.1
2009-04-07,85.665,85.375,85.84,85.015
2009-04-08,85.71,85.62,86.13,85.32
2009-04-09,86.075,85.615,86.24,85.26
2009-04-13,84.93,85.74,86.22,84.715
2009-04-14,84.925,84.825,85.35,84.825
2009-04-15,85.36,85.095,85.64,84.855
2009-04-16,85.5,85.13,85.76,84.9
2009-04-17,86.295,85.465,86.34,85.435
2009-04-20,86.98,86.36,87.22,86.14
2009-04-21,86.89,87.035,87.16,86.515
2009-04-22,86.485,86.795,87.08,86.375
2009-04-23,85.755,86.51,86.66,85.515
2009-04-24,84.92,85.7,85.76,84.635
2009-04-27,85.92,84.865,86.075,84.865
2009-04-28,85.325,85.9,86.23,85.23
2009-04-29,84.655,85.44,85.44,84.24
2009-04-30,84.775,84.74,85.14,84.035
2009-05-01,84.705,84.9,84.965,84.43
2009-05-04,84.115,84.74,85.03,83.81
2009-05-05,84.295,83.81,84.47,83.62
2009-05-06,83.94,84.3,84.57,83.9
2009-05-07,84.105,84.155,84.54,83.555
2009-05-08,82.64,83.99,84.235,82.495
2009-05-11,82.795,82.41,82.965,82.4
2009-05-12,82.42,82.89,83.01,82.11
2009-05-13,82.625,82.27,82.88,81.98
2009-05-14,82.37,82.91,83.015,82.32
2009-05-15,83.15,82.495,83.225,82.375
2009-05-18,82.755,83.0,83.335,82.56
2009-05-19,82.055,82.65,82.74,81.97
2009-05-20,81.08,82.16,82.34,80.98
2009-05-21,80.64,81.12,81.5,80.44
2009-05-22,80.055,80.455,80.57,79.905
2009-05-26,80.205,80.17,80.825,80.1
2009-05-27,80.415,80.16,80.98,80.035
2009-05-28,80.5,80.9,81.195,80.315
2009-05-29,79.43,80.5,80.505,79.255
2009-06-01,79.16,79.305,79.535,78.625
2009-06-02,78.47,79.13,79.5,78.375
2009-06-03,79.535,78.55,79.695,78.385
2009-06-04,79.45,79.5,80.0,79.075
2009-06-05,80.73,79.505,80.885,79.185
2009-06-08,80.97,80.9,81.53,80.58
2009-06-09,79.825,80.74,81.085,79.7
2009-06-10,80.34,79.88,80.67,79.48
2009-06-11,79.43,80.275,80.415,79.2
2009-06-12,80.175,79.475,80.54,79.47
2009-06-15,80.861,80.525,80.925,80.525
2009-06-16,81.13,81.575,81.795,80.705
2009-06-17,80.575,81.18,81.355,80.435
2009-06-18,81.01,80.605,81.17,80.485
2009-06-19,80.63,80.95,81.125,80.31
2009-06-22,81.14,80.62,81.3,80.62
2009-06-23,80.175,81.195,81.285,80.04
2009-06-24,80.88,80.185,81.085,79.9
2009-06-25,80.69,80.85,81.255,80.57
2009-06-26,80.105,80.595,80.595,79.905
2009-06-29,80.115,80.05,80.595,80.03
2009-06-30,80.425,80.055,80.64,79.695
2009-07-01,79.875,80.385,80.68,79.565
2009-07-02,80.38,79.85,80.585,79.85
2009-07-06,80.695,80.605,81.165,80.46
2009-07-07,80.865,80.545,81.075,80.32
2009-07-08,81.005,81.02,81.12,80.77
2009-07-09,80.05,80.925,81.105,79.88
2009-07-10,80.43,80.195,80.71,80.19
2009-07-13,80.3,80.4,80.7,80.175
2009-07-14,80.37,80.19,80.485,80.045
2009-07-15,79.46,80.145,80.185,79.425
2009-07-16,79.37,79.59,79.775,79.285
2009-07-17,79.505,79.465,79.815,79.41
2009-07-20,79.05,79.52,79.605,78.925
2009-07-21,79.09,79.03,79.25,78.74
2009-07-22,78.86,79.05,79.22,78.695
2009-07-23,78.97,78.99,79.32,78.585
2009-07-24,78.895,79.105,79.245,78.74
2009-07-27,78.755,78.805,79.125,78.51
2009-07-28,79.0,78.75,79.21,78.42
2009-07-29,79.785,79.09,79.81,78.875
2009-07-30,79.405,79.725,79.77,79.305
2009-07-31,78.45,79.375,79.4,78.31
2009-08-03,77.75,78.16,78.585,77.565
2009-08-04,77.88,77.71,77.92,77.555
2009-08-05,77.605,77.75,77.98,77.52
2009-08-06,78.155,77.7,78.24,77.59
2009-08-07,79.105,78.045,79.21,77.895
2009-08-10,79.385,78.825,79.515,78.825
2009-08-11,79.285,79.365,79.475,79.115
2009-08-12,78.9,79.26,79.515,78.72
2009-08-13,78.58,78.9,78.925,78.325
2009-08-14,79.005,78.555,79.03,78.305
